Step,Value
25,2.7785916328430176
35,2.74635721206665
36,2.65452902059555
39,2.583983056644439
40,2.5484741797465507
47,2.731812156936532
48,2.824843798624461
61,2.841783726469721
68,2.9683403477777293
69,3.0912216754352118
70,3.28104938731225
75,3.4901440138848527
83,3.6205170102245874
84,3.8123518940191192
87,4.019437490110905
88,4.123491756360933
91,4.331422884063304
92,4.484232159078571
98,4.665920558957303
103,4.855025911053304
110,5.137873551096399
120,5.417743376522225
124,5.7686566974683435
128,6.076029802227473
142,6.434078565008607
146,6.7657804089306035
147,7.057007578767129
149,7.395772593817763
151,7.760939836948732
157,8.124121842822062
165,8.341314775228316
167,8.663176376452265
168,8.940058074448123
171,9.281310547602715
178,9.550487574565699
181,9.93097478657536
183,10.17129839081944
185,10.42639922506604
192,10.714334787317648
193,10.972364337604011
198,11.1987594504491
205,11.45841180965789
206,11.711717747964244
207,11.985997797301833
212,12.172064508225914
213,12.497728137494988
224,12.809228156959444
226,13.024160918649356
232,13.29995501350879
234,13.470370326690762
236,13.714226355520717
245,13.976124193827784
250,14.249107699025934
265,14.488456637879889
266,14.773252858515846
279,15.025978795608225
280,15.284797636749282
281,15.527660720269179
292,15.711896438664088
295,16.045879411380064
299,16.285153626130977
303,16.492820647907674
306,16.6836863571419
309,16.914556544793985
311,17.118135569232578
316,17.285092849913354
318,17.47105076769536
319,17.69682830733413
329,17.92691853562104
333,18.029133834647393
337,18.247541522029152
339,18.465619065306832
340,18.673170316202842
343,18.920511543973024
358,19.10491186759796
366,19.328132386349512
367,19.528816328283167
379,19.71203589252561
385,19.892085259513966
386,20.05777344629146
387,20.217340137704987
399,20.35218927306124
407,20.48985263329093
411,20.63306640673595
413,20.78099692888199
418,20.95958627985513
423,21.096173057675998
425,21.218355698512223
436,21.40209882166356
442,21.441918821853825
443,21.62961841691333
457,21.763159013662957
458,21.90212022914165
460,22.03628992935618
464,22.201386045441907
465,22.292761805062856
467,22.416868269401053
473,22.53045599098813
477,22.58990447309708
482,22.749034232451056
486,22.84765588087088
489,22.918580876046434
491,23.03293451639904
495,23.103195282552996
496,23.20131608454354
501,23.30016650235462
502,23.378938677373444
508,23.563810923113085
510,23.66352725073237
515,23.72852094216792
531,23.73351034540708
532,23.814352109018955
533,23.90410129120381
534,24.0211878368519
535,24.08532073599865
538,24.06317875914489
539,24.130910468996174
540,24.21471521799027
554,24.302031707697846
555,24.384900566036563
557,24.41550360299464
559,24.423119663136898
561,24.54558214322621
565,24.55224439104772
567,24.56753045110274
571,24.71305476578674
573,24.709717437560847
577,24.74235845410504
583,24.790690072254385
585,24.747622662105684
589,24.740012013367966
594,24.765237178984396
605,24.801105378519942
606,24.847131153029622
609,24.840131500244908
611,24.857872365418235
612,24.858029676410652
615,24.889204158260856
617,24.91092206636761
629,24.942389904337134
634,24.914614913562403
635,24.92670423760561
643,24.92506540889598
644,24.941355398630655
649,24.90550531855111
650,24.890666086203527
654,24.889548626295863
658,24.876471093711352
664,24.896989691246304
665,24.842212929953117
670,24.87758005135894
672,24.864565040907934
679,24.831726712501887
681,24.82685845937978
688,24.750498482880168
696,24.70593941043936
697,24.653950138832137
701,24.612528545723464
705,24.611286657059974
713,24.572503917082837
715,24.59425520898044
731,24.517410197269093
742,24.453761250220687
744,24.43627908094137
746,24.389673784356724
747,24.316262442153477
749,24.280916044628768
750,24.218306070293806
752,24.15397367081176
753,24.173739770820816
754,24.100575987672467
759,24.029726539147045
765,24.003421559145355
785,23.99123860312114
786,23.93137968951819
793,23.86812063363066
796,23.84429284315043
797,23.78438162618
799,23.721533425419093
801,23.648453617506412
803,23.628525850698278
809,23.56643770215355
825,23.522260780691045
826,23.45672504231111
828,23.353697909934127
831,23.365657040419528
839,23.320748532179497
840,23.281371449109148
849,23.254416467331552
853,23.207137128463437
856,23.128638726409307
857,23.08849038272829
861,23.046110299805168
864,22.992896567014633
866,22.952829971733912
872,22.928183696395916
878,22.878588108710673
881,22.836807438455402
883,22.77219615235719
887,22.713546701050767
892,22.63819937390231
905,22.573176933055123
907,22.494104408493143
913,22.440251144175818
916,22.379375427322575
918,22.2824889838396
922,22.21605688604757
923,22.16680509952291
929,22.15448271518382
949,22.119429636197527
951,22.030686368180607
953,21.968117761056252
963,21.897126110486006
970,21.845357332477946
976,21.778847219519793
984,21.705786716474613
1000,21.647222587369733
1003,21.549451780641867
1007,21.46732783444553
1013,21.40631066923611
1015,21.339913810709785
1020,21.290637736033673
1023,21.22269062004591
1024,21.203515204251435
1025,21.105736632954493
1036,21.049567868923333
1043,21.001097683114693
1047,20.91843836220386
1049,20.856938987354802
1057,20.77996725320097
1058,20.77648086895238
1067,20.695041369981535
1077,20.63121759946667
1081,20.55683593088798
1091,20.478472420888384
1092,20.378042262326574
1094,20.2905183052026
1098,20.227694122265053
1107,20.14274728785442
1119,20.07951678515153
1123,20.002924656540785
1125,19.938449621356746
1128,19.86896403804826
1130,19.801636179406437
1132,19.723098401344433
1142,19.687368313505534
1143,19.576104372375802
1146,19.519848360062564
1147,19.48836317417235
1150,19.408106732985047
1153,19.33665585244522
1155,19.310997793379713
1160,19.282997747180087
1167,19.222604325134434
1172,19.137612058425447
1173,19.074365661373147
1183,18.99190273932
1185,18.972752360009675
1195,18.879296153141514
1197,18.821684499945626
1198,18.760819352427184
1205,18.703000712418437
1210,18.654364625477196
1214,18.62148271626843
1215,18.55355757091523
1227,18.4911601446251
1235,18.438811650289725
1239,18.38160777827636
1244,18.343713057098043
1246,18.287874905880397
1250,18.238278506243013
1265,18.1906978611975
1267,18.109161926739663
1271,18.051630902255162
1272,17.99890103002915
1273,17.94080537179429
1275,17.972551932205086
1278,17.913604643408394
1282,17.886273369326847
1288,17.83463371737
1292,17.767515742424457
1297,17.774669280420206
1303,17.711243022039586
1306,17.647615905586832
1311,17.58413668241528
1314,17.55067008188465
1319,17.5339797240702
1320,17.492367550548266
1323,17.50252088618281
1327,17.490136827406907
1336,17.443854159981083
1343,17.44435581518478
1346,17.40610251083177
1347,17.338802623243307
1356,17.348440946083613
1366,17.292154767237623
1369,17.258964965502493
1375,17.227334173882873
