Step,Value
27,1.0
28,1.6400000000000006
41,3.5436000000000023
48,3.5181640000000023
49,6.402982360000005
50,7.008952536400005
63,7.618863011036006
64,9.882674380925648
68,9.793847637116391
71,10.745909160745228
72,11.648450069137777
78,13.0219655684464
83,16.52174591276194
90,17.926528453634322
100,17.757263169097982
104,17.589690537407005
108,18.933793632032938
122,18.75445569571261
126,19.12691113875549
127,18.945642027367935
129,18.766185607094258
131,19.588523751023317
137,19.402638513513086
145,20.368612128377954
147,20.174926007094175
148,19.983176747023236
151,21.283344979553004
158,21.700511529757474
161,21.4935064144599
163,21.938571350315303
165,22.57918563681215
173,22.363393780444028
178,24.34975984263959
185,24.116262244213193
186,26.24509962177106
192,27.10264862555335
193,26.84162213929782
204,26.58320591790484
206,27.077373858725796
214,26.81660012013854
230,26.558434118937154
245,30.62284977774779
246,32.79662127997031
259,35.87865506717061
260,35.5298685164989
272,35.18456983133391
275,36.132724133020574
283,37.271396891690365
286,36.90868292277346
289,37.69959609354573
291,37.33260013261027
296,36.96927413128416
298,37.90958138997132
309,41.51048557607161
313,45.695380720310894
317,45.248426913107785
319,47.18594264397671
320,50.254083217536945
323,49.76154238536157
346,51.513926961507956
347,51.00878769189288
359,53.48869981497395
365,56.473812816824214
366,57.599074688655975
367,58.08308394176942
379,61.25225310235173
387,61.749730571328215
391,61.14223326561493
393,60.54081093295878
398,59.94540282362919
403,59.35594879539289
405,58.77238930743896
416,58.67466541436457
422,58.09791876022092
423,59.48693957261871
437,58.90207017689252
438,59.8630494751236
440,61.30441898037237
447,60.70137479056864
453,67.09436104266295
457,68.47341743223632
462,70.42868325791396
466,72.16439642533481
469,72.33275246108147
471,72.65942493647066
475,72.49283068710595
476,72.50790238023488
481,72.28282335643253
482,71.5699951228682
488,71.67429517163953
511,70.96755221992314
513,77.2578766977239
514,76.49529793074667
515,75.74034495143921
518,77.68294150192482
520,82.50611208690557
534,81.69105096603653
535,80.88414045637617
537,81.4552990518124
