Step,Value
50,0.0599999986588954
100,0.0599999986588954
150,0.05599999874830238
200,0.04879999890923493
250,0.051039998859167025
300,0.0528319988191127
350,0.05426559878706924
400,0.06741247849321357
450,0.06192998261575691
500,0.08154398537734979
550,0.08123518794425195
600,0.09698814964014582
650,0.10959051899686093
700,0.11567241531669803
750,0.13253793284940488
800,0.14603034687557034
850,0.15282427893096773
900,0.17025942207189054
950,0.18020753741909387
1000,0.20016603017369367
1050,0.24013282533104782
1100,0.2441062583574896
1150,0.2672850095470146
1200,0.30582800930654175
1250,0.33666240911416345
1300,0.4013299325365395
1350,0.44906394316820863
1400,0.48725115167354394
1450,0.5258009227693465
1500,0.5646407439375232
1550,0.5957126008720643
1600,0.612570082128163
1650,0.6580560604573216
1700,0.6424448450279971
1750,0.6499558774529093
1800,0.6439647029160017
1850,0.6511717637633128
1900,0.6689374129179989
1950,0.6751499279502133
2000,0.6801199399759849
2050,0.6680959529344621
2100,0.6424767666391041
2150,0.661981415218632
2200,0.7055851312212312
2250,0.7084681106990308
2300,0.7227744828371787
2350,0.7222195919917889
2400,0.7257756755007797
2450,0.7366205346785779
2500,0.7492964301270482
2550,0.7474371460089871
2600,0.7419497225292356
2650,0.7615597727781798
2700,0.7892478134541722
2750,0.8033982536243607
2800,0.7947186009921399
2850,0.7877748788863632
2900,0.7742199088311364
2950,0.763375932786955
3000,0.7467007476600755
3050,0.7253605952670374
3100,0.7122884814588387
3150,0.6938307861207452
3200,0.7230646236513875
3250,0.7064516960600871
3300,0.7131613587554183
3350,0.6945290879580089
3400,0.7236232651211983
3450,0.7468986068517499
3500,0.7455188873887486
3550,0.7564151122951847
3600,0.7251320946045193
3650,0.7321056737762668
3700,0.7256845366368276
3750,0.7005476340778337
3800,0.7004381048780811
3850,0.6963504853329763
3900,0.7090803863590324
3950,0.7032643105177374
4000,0.718611442692144
4050,0.7068891593989239
4100,0.7015113289496506
4150,0.6772090598218604
4200,0.6777672492879998
4250,0.682213797046214
4300,0.6777710428821799
4350,0.698216828583698
4400,0.6985734604827726
4450,0.6988587660020322
4500,0.6870870099406028
4550,0.6696696127208538
4600,0.6877356882693344
4650,0.6501885506154675
4700,0.6761508347703281
4750,0.676920669246774
4800,0.6575365320595591
4850,0.6620292270781587
4900,0.6616233869077357
4950,0.6772987114335373
5000,0.6738389743920385
5050,0.6710711847588395
5100,0.6848569497144202
5150,0.6678855645399078
5200,0.6703084530624377
5250,0.6762467600657643
5300,0.6969974023305656
5350,0.6815979228181268
