Wall time,Step,Value
1744700645.5726047,50,0.03999999910593033
1744700753.3932414,100,0.20000000298023224
1744700917.1344113,150,0.10000000149011612
1744701079.5414033,200,0.14000000059604645
1744701261.2329352,250,0.10000000149011612
1744701452.4366014,300,0.14000000059604645
1744701574.664603,350,0.23999999463558197
1744701729.9691062,400,0.10000000149011612
1744701847.9456158,450,0.11999999731779099
1744702012.8821125,500,0.18000000715255737
1744702211.809785,550,0.20000000298023224
1744702365.8910732,600,0.20000000298023224
1744702552.0668576,650,0.14000000059604645
1744702716.6190689,700,0.1599999964237213
1744702916.0120013,750,0.4000000059604645
1744703122.0206203,800,0.36000001430511475
1744703332.451353,850,0.23999999463558197
1744703487.0135708,900,0.3799999952316284
1744703688.3044074,950,0.18000000715255737
1744703855.0798593,1000,0.25999999046325684
1744704046.632249,1050,0.4000000059604645
1744704201.1130955,1100,0.2199999988079071
1744704373.39695,1150,0.25999999046325684
1744704534.1864889,1200,0.2800000011920929
1744704675.0365632,1250,0.36000001430511475
1744704812.860223,1300,0.2800000011920929
1744704930.4763002,1350,0.3199999928474426
1744705053.1993074,1400,0.23999999463558197
1744705169.71824,1450,0.3799999952316284
1744705322.7037652,1500,0.30000001192092896
1744705451.1813242,1550,0.18000000715255737
1744705547.240751,1600,0.23999999463558197
1744705702.4956794,1650,0.2800000011920929
1744705843.2122757,1700,0.2800000011920929
