Wall time,Step,Value
1748221280.5938652,25,-79.69384002685547
1748221328.075521,35,-0.11033499985933304
1748221336.5241685,36,-29.316057205200195
1748221356.749845,39,-1.260298728942871
1748221365.9387803,40,-25.77884864807129
1748221414.8034647,47,-42.95105743408203
1748221424.9454978,48,-0.2153230756521225
1748221518.1593308,61,-0.20440372824668884
1748221550.9681811,68,0.3476833701133728
1748221554.4319205,69,0.11024250835180283
1748221555.5935843,70,0.25818347930908203
1748221629.2627661,83,-39.986446380615234
1748221629.2863731,84,-0.05986849591135979
1748221643.474001,87,0.5506051778793335
1748221643.5015078,88,-38.28807830810547
1748221650.3849936,91,-0.14008834958076477
1748221664.895315,92,-41.43396759033203
1748221694.4948003,98,-40.06486511230469
1748221702.0292366,103,-0.06527502834796906
1748221729.5488033,110,0.4034842550754547
1748221812.6746051,120,0.5110211372375488
1748221831.4685273,124,-0.1645616590976715
1748221855.5299556,128,-0.15065719187259674
1748221946.7455087,142,-0.01302625797688961
1748221972.0818033,146,-0.12874776124954224
1748221981.7014854,147,-0.08563116192817688
1748221991.7380626,149,-0.06323698908090591
1748222003.240919,151,-0.04052935913205147
1748222035.2848735,157,-0.022926941514015198
1748222076.4314399,165,-0.04803576320409775
1748222082.2554247,167,-0.11127997189760208
1748222092.49696,168,-0.12155331671237946
1748222108.1477299,171,-0.05223230645060539
1748222134.7615738,178,-0.09779732674360275
1748222143.5377166,181,-0.019387785345315933
1748222150.2324839,183,-0.058432258665561676
1748222156.772131,185,-0.041449230164289474
1748222187.5777721,193,-64.89168548583984
1748222198.837629,198,-52.42348861694336
1748222230.1753635,205,-51.77488708496094
1748222233.598956,206,-40.160213470458984
1748222248.893616,212,-0.10841036587953568
1748222255.498474,213,0.17040413618087769
1748222277.9255214,224,-0.09410826861858368
1748222283.3781543,226,-31.377456665039062
1748222299.0015054,234,-42.713478088378906
1748222300.5535266,236,0.3294649124145508
1748222322.74801,245,-72.87124633789062
1748222341.091844,250,-40.164756774902344
1748222366.68187,265,-35.19988250732422
1748222366.7007568,266,-39.96031951904297
1748222391.9720614,279,-37.91276168823242
1748222394.0166457,280,-39.90578842163086
1748222409.454009,292,-39.962135314941406
1748222416.2916574,295,-39.94276428222656
1748222440.4140708,299,0.10461986064910889
1748222448.3743098,303,-40.16065979003906
1748222452.844075,306,-54.35179901123047
1748222462.5675676,309,-39.8794059753418
1748222466.84663,311,-46.67591857910156
1748222480.1839542,316,-40.32770919799805
1748222480.2429833,318,-46.93598175048828
1748222484.3717496,319,-40.19900894165039
1748222507.933699,329,-40.19286346435547
1748222529.5643,333,-38.40568161010742
1748222535.8010688,337,-77.9957275390625
1748222539.27884,339,-40.07384490966797
1748222543.2695582,340,-58.857017517089844
1748222557.190167,343,-9.699592590332031
1748222633.173991,366,-73.7119369506836
1748222642.3253603,367,-46.94723129272461
1748222685.1070182,379,-35.36516571044922
1748222694.4009802,385,-120.50468444824219
1748222698.5633495,386,-28.12575340270996
1748222703.538161,387,-14.988873481750488
1748222756.6443987,399,-0.20046496391296387
1748222799.1560562,407,0.1920069009065628
1748222803.1794946,411,-39.67719268798828
1748222818.349006,413,0.2214355170726776
1748222841.1095417,418,-69.64704132080078
1748222869.4284706,423,0.48428526520729065
1748222872.3723629,425,0.2197335958480835
1748222921.6029315,436,-35.96803283691406
1748222944.251773,442,-28.305543899536133
1748222944.2716155,443,-0.09731104969978333
1748222994.9434295,457,-40.180973052978516
1748222994.9825165,458,-0.15472619235515594
1748223002.794348,460,-39.719932556152344
1748223030.0165167,467,-0.008679594844579697
1748223045.9131682,473,0.20680217444896698
1748223056.601516,477,0.13064353168010712
1748223076.425336,482,-36.18931198120117
1748223089.8976967,486,0.013400365598499775
1748223093.3444757,489,-40.331050872802734
1748223098.8873172,491,-40.47994613647461
1748223110.427803,495,-40.291358947753906
1748223111.7262628,496,-58.05216979980469
1748223125.6555202,501,-0.031489692628383636
1748223127.7043567,502,-39.838993072509766
1748223151.4664884,508,-50.02151107788086
1748223210.0110781,531,-32.57176208496094
1748223220.447028,533,-39.760372161865234
1748223220.5254683,534,-34.119712829589844
1748223225.695537,535,-7.928899765014648
1748223238.8753455,538,-32.484317779541016
1748223242.4531195,540,-40.037322998046875
1748223293.8565307,554,-32.58066177368164
1748223294.9453406,555,0.12171366065740585
1748223301.5142906,557,-40.231178283691406
1748223304.6726496,559,-57.60920333862305
1748223309.370574,561,-0.09754201769828796
1748223322.4115775,565,-0.06576506048440933
1748223327.2871685,567,0.01942376047372818
1748223336.936054,571,-40.21546936035156
1748223338.7738235,573,-0.03292674943804741
1748223351.2067595,577,-0.012022329494357109
1748223364.572113,583,0.1943456530570984
1748223374.487108,585,-0.038832955062389374
1748223394.192906,589,-0.016816910356283188
1748223438.5124366,605,-0.07777184993028641
1748223444.589567,606,-40.77284240722656
1748223457.5700982,609,0.24306191504001617
1748223461.6400585,611,-39.42365264892578
