Wall time,Step,Value
1748221285.1782117,25,0.06607948243618011
1748221336.50015,35,0.048429496586322784
1748221345.466184,36,0.05109652504324913
1748221365.909883,39,0.030115293338894844
1748221369.9922442,40,0.044003140181303024
1748221424.9280093,47,0.047204919159412384
1748221443.0916507,48,0.03546357899904251
1748221527.230791,61,0.038324516266584396
1748221554.4150417,68,0.07483911514282227
1748221555.5914836,69,0.12984968721866608
1748221555.749459,70,0.14831046760082245
1748221629.285608,83,0.10072250664234161
1748221632.8126903,84,0.08143448829650879
1748221643.5010238,87,0.18740962445735931
1748221650.3255806,88,0.05287071317434311
1748221664.857738,91,0.0446610189974308
1748221665.4621286,92,0.12981165945529938
1748221696.19311,98,0.13275723159313202
1748221705.3009303,103,0.08221510797739029
1748221729.5886514,110,0.08451282232999802
1748221818.4887981,120,0.06583520770072937
1748221841.2372618,124,0.039071518927812576
1748221866.9726267,128,0.04171573370695114
1748221947.7696073,142,0.1450074464082718
1748221981.6691217,146,0.055674053728580475
1748221986.915125,147,0.05013808235526085
1748221996.2910035,149,0.06752310693264008
1748222006.7838085,151,0.06690309941768646
1748222037.0074484,157,0.09860368818044662
1748222080.058382,165,0.06104148179292679
1748222092.4720058,167,0.0815148577094078
1748222099.3763566,168,0.05883977934718132
1748222110.175975,171,0.10178819298744202
1748222141.1778681,178,0.07485144585371017
1748222147.4755363,181,11.735208511352539
1748222153.0022326,183,13.4279203414917
1748222159.4502966,185,14.197430610656738
1748222191.5174427,193,13.688677787780762
1748222208.4270031,198,14.723523139953613
1748222233.589766,205,14.960580825805664
1748222233.6238184,206,14.634620666503906
1748222255.4723773,212,13.462594032287598
1748222257.9872155,213,15.876565933227539
1748222282.4101794,224,12.25710391998291
1748222283.7877412,226,13.567296981811523
1748222300.5093496,234,14.564151763916016
1748222304.7049785,236,11.756757736206055
1748222324.2896047,245,12.900163650512695
1748222341.1087034,250,16.034229278564453
1748222366.700045,265,11.997505187988281
1748222366.7360907,266,12.035418510437012
1748222394.0114906,279,13.784690856933594
1748222396.1732728,280,13.509330749511719
1748222409.5076582,292,12.827110290527344
1748222422.3205132,295,16.7115535736084
1748222444.1145835,299,11.065403938293457
1748222449.8412287,303,13.791884422302246
1748222454.5465093,306,11.92177677154541
1748222465.056806,309,12.981221199035645
1748222468.1126115,311,14.830440521240234
1748222480.2088704,316,14.564033508300781
1748222484.3529098,318,14.0283842086792
1748222484.999565,319,12.712806701660156
1748222508.0034013,329,12.867177963256836
1748222529.6041443,333,11.037440299987793
1748222537.6209269,337,14.303797721862793
1748222543.2630959,339,12.982481956481934
1748222549.2889938,340,12.867240905761719
1748222563.4776835,343,13.93070125579834
1748222642.2633684,366,13.066515922546387
1748222643.0984051,367,13.019035339355469
1748222690.6110327,379,12.529902458190918
1748222698.5545433,385,14.15400505065918
1748222703.5305996,386,14.500383377075195
1748222717.7463381,387,12.32839298248291
1748222759.7555256,399,12.22319221496582
1748222799.517874,407,11.573614120483398
1748222804.620503,411,13.823357582092285
1748222822.4469078,413,12.229856491088867
1748222843.4045923,418,10.146767616271973
1748222869.4678578,423,17.068504333496094
1748222875.2357621,425,13.518782615661621
1748222921.6277907,436,10.956524848937988
1748222944.2715886,442,14.550938606262207
1748222950.363623,443,11.975991249084473
1748222994.976605,457,15.29416275024414
1748223000.8148494,458,10.213166236877441
1748223002.849836,460,13.968934059143066
1748223030.4998245,467,13.493301391601562
1748223045.9545686,473,17.43669891357422
1748223056.6580698,477,10.819868087768555
1748223077.8074317,482,11.369756698608398
1748223089.9239995,486,9.223101615905762
1748223095.2520278,489,12.448189735412598
1748223102.2033658,491,10.07653522491455
1748223111.722622,495,13.950264930725098
1748223113.7461715,496,11.0533447265625
1748223127.6958315,501,12.722270965576172
1748223127.726045,502,9.814874649047852
1748223154.875242,508,11.136947631835938
1748223218.5292675,531,12.152339935302734
1748223220.5245552,533,12.93980598449707
1748223225.6838448,534,10.524721145629883
1748223235.3604102,535,11.194292068481445
1748223238.8941607,538,12.971050262451172
1748223242.4875984,540,11.106785774230957
1748223294.9417746,554,11.423983573913574
1748223299.6143332,555,9.793668746948242
1748223301.5311627,557,9.633123397827148
1748223308.0182164,559,9.752623558044434
1748223314.9034946,561,8.733471870422363
1748223325.5224998,565,9.794663429260254
1748223330.8897154,567,11.008674621582031
1748223336.9687011,571,8.051358222961426
1748223341.3447638,573,10.68592357635498
1748223352.222733,577,8.549443244934082
1748223366.328162,583,9.736071586608887
1748223377.9371336,585,9.474127769470215
1748223395.31737,589,10.789860725402832
1748223444.5680602,605,9.480390548706055
1748223451.160354,606,10.572407722473145
1748223461.6060913,609,10.059884071350098
1748223463.2677972,611,9.893473625183105
1748223486.1741495,615,8.914913177490234
1748223490.1184855,617,10.373141288757324
1748223535.8988829,634,8.509405136108398
1748223539.8392553,635,8.256669044494629
1748223556.4199295,643,10.011938095092773
1748223556.4415338,644,10.420401573181152
1748223569.4481356,649,10.648314476013184
1748223570.5798273,650,9.550488471984863
1748223574.668082,654,11.785137176513672
1748223586.9226856,658,8.40324592590332
1748223599.3778439,664,8.147780418395996
1748223602.8552225,665,10.145748138427734
1748223610.813696,670,11.279031753540039
1748223620.1362736,672,9.296689987182617
1748223637.0032306,679,8.421884536743164
1748223641.2484434,681,10.997357368469238
1748223671.255659,688,15.01201057434082
1748223698.8863502,696,8.905021667480469
1748223701.602468,697,9.432275772094727
1748223729.6971684,705,10.570582389831543
1748223761.6809654,713,7.953389644622803
1748223765.380418,715,7.04017448425293
1748223817.2334108,731,8.370071411132812
1748223855.5901382,742,7.068197727203369
1748223867.5918076,744,8.537358283996582
1748223873.718291,746,8.043719291687012
1748223878.0049438,747,8.928977012634277
1748223879.7890909,749,8.567197799682617
1748223884.3049333,750,7.626904010772705
1748223887.6548414,752,6.734480381011963
1748223893.7511718,753,8.770936965942383
1748223896.7442439,754,9.864251136779785
1748223922.814345,759,9.293840408325195
1748223945.0801485,765,8.033019065856934
